epoch,loss,val_loss
40,0.0008401501962342425,0.0010417227749712765
41,0.0010211018135934766,0.0006522096518892795
42,0.0008488937900118479,0.0009519644954707474
43,0.0009111621176408654,0.0006541131442645565
44,0.0007766838676321346,0.0009046772756846622
45,0.000669316080323345,0.0008190650842152536
46,0.0011185855074546526,0.0006590075499843806
47,0.0008007501196147672,0.0006471781962318346
48,0.0008376006833812524,0.0006194145462359302
49,0.0008579112956696819,0.0007322067249333486
0,0.0008427108523146426,0.000593450567976106
1,0.0008339753556946242,0.0006002823793096468
2,0.0007647386444512302,0.0008897948719095439
3,0.0007637371403492383,0.0008374797907890752
4,0.0008007933993704264,0.0007098567512002774
5,0.0008942848260237559,0.0006120253456174396
6,0.0008548774042267453,0.0005697693122783676
7,0.0007901113571573955,0.0005822242746944539
8,0.0008493037328023363,0.0005876054492546245
0,0.00079367591683262,0.0006223563686944544
1,0.0008461239340249449,0.0005716166124329902
2,0.0007628586907820725,0.0005910891486564651
3,0.0007315912866820203,0.0008182535675587133
4,0.0006881983084698535,0.0008683610358275473
5,0.0007482734937503985,0.0006705146515741944
6,0.0006556225444246838,0.000700646880432032
7,0.0007951282144908013,0.0006975003052502871
8,0.0006907106537648753,0.0006809909682488069
0,0.0007636005957957004,0.0005934157597948797
1,0.0006846246573872663,0.000659648678265512
2,0.0007122958191462818,0.0006029310025041923
3,0.0006599709603186646,0.0006704610859742388
4,0.0007492777273197331,0.0006445398175856099
5,0.0006539442358582557,0.0006754754431312904
6,0.0006668566556244686,0.0007415010913973674
7,0.0006730988447875338,0.0006766110091120936
8,0.0007524508853109453,0.0005797348276246339
9,0.0006901955238316912,0.0006402071885531768
10,0.0006932279651959401,0.0005656081048073247
11,0.0005607615426384114,0.0005506685920408927
12,0.0006788037143131667,0.0006286762072704732
13,0.0006954748627125613,0.0008314474544022232
14,0.0006553859703991613,0.0005596273476839997
15,0.0006954975054926566,0.0005350627398001961
16,0.0006784584099502379,0.0005573746166191995
17,0.0006692165145461724,0.0006008309210301377
18,0.0007492296470052286,0.0005351685467758216
19,0.0005540248196150453,0.0006606548122363165
20,0.0006236915375936676,0.0008651956741232425
21,0.0006472341141292221,0.0005921048723394051
22,0.0006664685245817276,0.0005381638766266406
23,0.0006280488714519133,0.0007032259891275316
24,0.0006484730004779743,0.0005302646168274805
25,0.0006837508970764591,0.0005337088732630946
26,0.0006717108587287618,0.0005274099676171318
27,0.0006163042637274122,0.0005462763001560234
28,0.0006135141135215432,0.0007219194667413831
29,0.0006563448326699939,0.000601695486693643
30,0.0006046856012560327,0.0005289941473165527
31,0.0006105078917588233,0.0005720395784010179
32,0.0006657746369554032,0.0006311988108791411
33,0.0006749904667329345,0.0005613737084786408
34,0.0005886330366814258,0.0006340320105664432
35,0.0006578217580681667,0.0005398631546995603
36,0.0005749331309768447,0.0006693262839689851
37,0.0006273223682640221,0.0005818344870931469
38,0.0005842280917096179,0.0006494656845461577
39,0.0006182365189463755,0.0005861298632225953
40,0.0006257999311610301,0.0005263410785119049
41,0.000607323000204397,0.0006698103243252262
42,0.0005986643243247543,0.0005760474377893843
43,0.0006514644490970248,0.0005346440666471608
44,0.0005699460987769369,0.0005032790650147945
45,0.0005417363167539037,0.0007179994427133352
46,0.0006183100470209595,0.0005241323160589673
47,0.0005063082778203377,0.000530929806700442
48,0.0005746645462774748,0.0006050662923371419
49,0.0006153417744900327,0.000579058425500989
